fiches_nr,libéllé(s),illustration(s),localisation,inscription,catégorie(s),état,notice
63072-INV-0144-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0144-01/63072-INV-0144-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0144-01/63072-INV-0144-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0144-01/63072-INV-0144-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0144-01/63072-INV-0144-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0144-01/63072-INV-0144-01-PHOT-05-01.jpg___,"Adresse principale : Place Royale 17-19 (impairs), SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"En bordure de la place Royale, intéressante maison de style néo-classique vraisemblablement édifiée dans le premier tiers du 19e siècle, peut-être pour accueillir un hôtel de voyageurs. Longue façade de huit travées en briques et calcaire percée de baies rectangulaires, au linteau couronné d'un larmier, de hauteur dégressive sur trois niveaux. Accès en deuxième et sixième travées par des portes rectangulaires, celle de droite précédée d'une marche rectangulaire arrondie. Au premier étage, deux des quatre baies centrales s'ouvrent sur un large balcon reposant sur des consoles en calcaire peint et agrémenté d'un garde-corps en fonte et fer forgé de style néo-classique. Toit brisé d'ardoises percé de quatre lucarnes.

BD"
63072-INV-0145-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0145-01/63072-INV-0145-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0145-01/63072-INV-0145-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0145-01/63072-INV-0145-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0145-01/63072-INV-0145-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0145-01/63072-INV-0145-01-PHOT-05-01.jpg___,"Adresse principale : Place Verte 44-46 (pairs), SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"À front de voirie et à l'angle de la rue Servais, maison mitoyenne édifiée au début du 20e siècle. Façade en briques recouverte d'un enduit décoratif peint en blanc aux motifs d'inspiration Art Nouveau tels que les appuis moulurés à bec, les encadrements des baies ainsi que la frise sous corniche rehaussés d'un décor floral tout en arabesque. Toit brisé d'ardoises.

BD"
63072-INV-0146-01,Habitation - magasin,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0146-01/63072-INV-0146-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0146-01/63072-INV-0146-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0146-01/63072-INV-0146-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0146-01/63072-INV-0146-01-PHOT-04-01.jpg___,"Adresse principale : Place Verte 76-78 (pairs), SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Parallèle et mitoyenne, à l'angle de la rue Servais, construction édifiée dans le courant du 19e siècle et dont les façades ont été recouvertes d'un enduit décoratif peint de style éclectique au début du 20e siècle. Aujourd'hui partagé en deux propriétés, le bâtiment est éclairé par des baies recangulaires à encadrement et importante clé moulurés, sur deux niveaux. Des pilastres, à bossages au rez-de-chaussée, rythment les travées. Toit brisé d'ardoises percé de lucarnes à fronton triangulaire.

BD"
63072-INV-0147-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0147-01/63072-INV-0147-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0147-01/63072-INV-0147-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0147-01/63072-INV-0147-01-PHOT-03-01.jpg___,"Adresse principale : Place Verte 34, SPA (Spa)Lieu-dit : Cour Henrard",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"En retrait dans le fond d'une cour pavée dénommée cour Henrard, intéressante habitation d'allure traditionnelle probablement édifiée dans le courant du 19e siècle et perpétuant les techniques constructives des siècles précédents. Large façade de quatre travées, celle de droite partiellement masquée par une annexe récente, principalement en moellons de schiste blanchis, percée de fenêtres rectangulaires à encadrement de bois peint en noir; petits appuis en calcaire plus récents. Toit à deux versants de tuiles. Entre les deux travées du premier étage, une potale essentée d'ardoise et fermée d'une grille de fer forgé abrite un christ en bois peint probablement du 19e siècle, provenant d'une chapelle ardennaise.

BD

Bibliographie

BOUCHOMS A. (coord.), 1994. Un patrimoine spadois méconnu : les cours, Spa (Connaître Spa, 5), p. 14-15."
63072-INV-0148-01,Boîte aux lettres,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0148-01/63072-INV-0148-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0148-01/63072-INV-0148-01-PHOT-02-01.jpg___,"Adresse principale : Avenue Marie-Thérèse 2 (à côté), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"À l'angle de la rue de la Sauvenière, boîte au lettres en fonte peinte en rouge, de type prismatique, de style éclectique dont le décor est d'inspiration néo-classique. Mis en service en 1897 en Belgique, ce modèle porte la marque de fabrique de la fonderie J. G. Réquilé de Liège. Boîte au lettres toujours utilisée. 

BD

Bibliographie

FARRUGIA J. Y., 1969. The letter box. A history of post office. Pillar and wall boxes. Fontwell Sussex, Centaur Press Ltd, p. 207-208."
63072-INV-0149-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0149-01/63072-INV-0149-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0149-01/63072-INV-0149-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0149-01/63072-INV-0149-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0149-01/63072-INV-0149-01-PHOT-04-01.jpg___,"Adresse principale : Avenue Antoine Pottier 14, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"Précédée d'une petite cour fermée par des grilles en fer forgé d'origine, modeste maison de style rustique vraisemblablement édifiée au début du 20e siècle. Construction pittoresque en briques dont la façade à rue est couverte d'un rusticage et le pignon gauche d'un enduit décoratif peint simulant un faux colombage dans la partie supérieure. Les baies rectangulaire sont pourvues de gardes-corps à l'étage ainsi que d'une jardinière également en rusticage. Toit à deux versants à croupe de tuiles.

BD"
63072-INV-0150-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0150-01/63072-INV-0150-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0150-01/63072-INV-0150-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0150-01/63072-INV-0150-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0150-01/63072-INV-0150-01-PHOT-04-01.jpg___,"Adresse principale : Avenue Antoine Pottier 18, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"Précédée d'un jardinet clôturé, petite maison de style rustique probablement édifiée au début du 20e siècle et exhaussée quelques années plus tard. Construction pittoresque en briques dont la façade à rue est couverte d'un rusticage, prolongé sous la corniche lors de l'exhaussement de la bâtisse, et au pignon droit d'un cimentage simulant de faux colombages dans la partie supérieure. Les baies rectangulaires sont agrémentées, à l'étage, de gardes-corps et d'une jardinière également en rusticage. La porte d'entrée est encore protégée par une petite marquise d'origine. Toit brisé d'asbeste-ciment.

BD"
63072-INV-0151-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0151-01/63072-INV-0151-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0151-01/63072-INV-0151-01-PHOT-02-01.jpg___,"Adresse principale : Avenue Antoine Pottier 10, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"Précédée d'une petite cour et d'un jardinet fermés par une grille en fer forgé d'origine, maison modeste adoptant le style villégiature probablement édifiée au début du 20e siècle. Construction en briques présentant une façade recouverte d'un enduit décoratif d'inspiration Art Nouveau, simulant un faux colombage à l'étage. Baies rectangulaires à appui à bec et clé figurative au rez-de-chaussée; caches volets en bois encore en place.Toit à deux versants de tuiles.

BD"
63072-INV-0152-01,Lavoir (lavoir de la picherotte),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0152-01/63072-INV-0152-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0152-01/63072-INV-0152-01-PHOT-02-01.jpg___,"Adresse principale : Avenue Camille Bellenger 15 (à côté), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"Sur la rive gauche du ruisseau de la Picherotte, le lavoir de l'avenue Bellenger a probablement été aménagé dans le courant du 19e siècle. Accessible par une volée d'escalier en pas d'âne cimenté, il est un témoin de l'activité des lavandières et des blanchisseuses fort répandue à Spa de la seconde moitié du 17e siècle jusqu'au milieu du 20e siècle.

BD

Bibliographie

JEHIN P. (dir.), 2000. À le découverte des anciens lavoirs de Spa, Spa, Édition du Musée de la lessive et de la vie des lavandières, p. 9 et 13."
63072-INV-0153-01,Pont,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0153-01/63072-INV-0153-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0153-01/63072-INV-0153-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0153-01/63072-INV-0153-01-PHOT-03-01.jpg___,"Adresse principale : Avenue Camille Bellenger 15 (contre), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"Enjambant le ruisseau de la Picherotte et proche du lavoir du même nom, petit pont constitué d'un seule arche principalement en moellons de schiste, probablement édifié dans le courant du 19e siècle. L'arche est surmontée d'un haut mur en moellons de grès, schiste et calcaire dont le sommet forme garde-corps vers l'avenue Camille Bellenger. 

BD"
63072-INV-0154-01,Hôtel de voyageurs (hôtel d'aix-la-chapelle),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0154-01/63072-INV-0154-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0154-01/63072-INV-0154-01-PHOT-02-01.jpg___,"Adresse principale : Place Verte 6, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"À front de rue et à l'angle de la cour Body, l'ancien hôtel d'Aix-la-Chapelle a probablement été édifié dans le seconde moitié du 19e siècle et sa façade a été recouverte d'un enduit décoratif de style éclectique au début du 20e siècle. Construction large de trois travées, celle du centre couronnée par une grande lucarne coiffée d'un toit en pavillon. Des baies à encadrement mouluré et linteau surbaissé à clé ouvragée éclairent les deux étages de la bâtisse. Rez-de-chaussée commercial sans intérêt. 
L'enduit appliqué à cette façade est bien représentatif des décors en vogue à Spa au début du 20e siècle et encore très fréquents dans le centre de Spa aujourd'hui.

BD

Bibliographie

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, p. 11."
63072-INV-0155-01,Hôtel de voyageurs - restaurant - salle de spectacle (la fraternelle),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0155-01/63072-INV-0155-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0155-01/63072-INV-0155-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0155-01/63072-INV-0155-01-PHOT-03-01.jpg___,"Adresse principale : Rue Albin Body 3, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Haute construction mitoyenne édifiée à la fin du 19e siècle par l'Association libérale spadoise dénomée ""La Fraternelle"" à l'initiative de la famille Barzin. Construite à l'origine pour accueillir un hôtel-restaurant sous l'enseigne ""La Fraternelle"" et à l'arrière de celui-ci une salle de spectacle qui devient vers 1914 une salle de cinéma appelé L'Appolo et par la suite Le Lido, le bâtiment abrite aujourd'hui un commerce au rez-de-chaussée, une salle de réunion à l'étage et des logements. 
À front de rue, haute façade recouverte d'un enduit décoratif peint en blanc de style éclectique d'inspiration Renaissance. Large de deux travées scandées par des pilastres moulurés, la bâtisse est éclairée aux deux étages par des baies cintrées à encadrement profilés et clé saillante ourlée. Au premier étage, une large baies de même type est encadrée de colonnettes supportant un entablement saillant surmonté d'un fronton d'inspiration Renaissance. Comprenant la porte d'entrée donnant accès aux étages, la travée de droite est couronnée par un petit fronton courbe et un toit en pavillon percé d'une lucarne. Rez-de-chaussée transformé à la travée de gauche. 

BD


Bibliographie

BOUCHOMS A. (coord.), 2003, De Villas en Châteaux par Avenues et Boulevards, Spa (Connaître Spa,7), p. 7-8."
63072-INV-0157-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0157-01/63072-INV-0157-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0157-01/63072-INV-0157-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0157-01/63072-INV-0157-01-PHOT-03-01.jpg___,"Adresse principale : Rue Servais 17-19 (impairs), SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Imposante maison de style éclectique au décor d'inspiration néo-Renaissance, probablement édifiée à la fin du 19e siècle et dont le rez-de-chaussée aujoud'hui sans intérêt a été transformé au 20e siècle. Construction en briques blanches et calcaire de trois travées, celle de gauche plus large et en ressaut, se signalant par sa logette en bois surmontée d'un petit balcon et son toit en pavillon sommé d'épis de faîtage. La façade est percée de baies rectangulaires ou cintrées à encadrement mouluré dont les allèges sont agrémentées de panneaux sculptés à motifs d'inspiration Renaissance; châssis à vitrage partiellement coloré encore en place. Toit brisé d'ardoises.

BD"
63072-INV-0158-01,Habitation (au grillon),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0158-01/63072-INV-0158-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0158-01/63072-INV-0158-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0158-01/63072-INV-0158-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0158-01/63072-INV-0158-01-PHOT-04-01.jpg___,"Adresse principale : Rue Servais 27, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"Haute maison de style éclectique datée de 1896 dont la façade est agrémentée d'un décor de style néo-Renaissance, en partie constitué d'un enduit décoratif peint simulant la pierre. Contruction de deux travées, celle de gauche plus large et en léger ressaut  couronnée par une grande lucarne-pignon; au premier étage, les baies rectangulaires jumelées à encadrement sculpté s'ouvrent sur un balcon bordé d'un garde-corps en fer forgé et sont surmontées d'une porte-fenêtre pourvue d'un gard-corps en ferronnerie. Les allèges et les tympans des baies sont ornés de panneaux décoratifs. Menuiserie d'origine encore en place, celle de la porte d'entrée agrémentée de grilles en fer forgé. Près de la porte d'entrée est accrochée une enseigne en fer forgé portant l'inscription ""AU GRILLON"". Toit brisé d'ardoises percé d'une lucarne piquée d'un épis. 

BD"
63072-INV-0159-01,Habitation,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0159-01/63072-INV-0159-01-PHOT-08-01.jpg___,"Adresse principale : Avenue Clémentine 12-20 (pairs), SPA (Spa)",Bien inscrit comme : Ensemble architectural,Domestique,État à la date de la prospection : Bon,"À front de rue, ensemble de maisons de style éclectique probablement édifiées à la fin du 19e siècle. Les cinq habitations présentent des façades en briques peintes et calcaire sur soubassement en moellons de grès, aux numéros 14 et 18, ou recouvertes d'un enduit décoratif peint, aux numéros 12, 16 et 20. Les cinq façades forment un ensemble à la composition générale symétrique axée sur la maison centrale (no 16). Plus haute, elle est agrémentée d'un décor plus important constitué d'un buste masculin dans un grand médaillon, à la travée centrale du dernier étage, de pilastres rehaussés de motifs floraux limitant le façade et de panneaux rectangulaires ornés de draperies sous la corniche interrompue par un petit fronton triangulaire central. De part et d'autre de cette maison axiale, deux bâtisses se signalent par un petit balcon à garde-corps et consoles en fer forgé; leurs baies rectangulaires sont pourvues de linteaux métalliques ponctués de petits disques et couronnés de tympans ornés masques et de motifs feuillagés. Les deux dernières maisons qui encadrent la composition se distinguent par leur travée centrale couronnée par une grande lucarne couverte par une haute toiture à deux versants à croupes. Au numéro 12, une logette moderne altère quelque peu la composition. 
À l'origine, les cinq maisons étaient familièrement appelées les Quintuplées et portaient les noms de Villa Gabrielle (no 12), Villa Juanita (no 14), Villa Jenny (no 16), Villa Nelly (no 18) et Villa Colomba (no 20).

BD


Bibliographie

BOUCHOMS A. (coord.), 2003, De Villas en Châteaux par Avenues et Boulevards, Spa (Connaître Spa,7), p. 61-62."
